Translation_X,Translation_Y,Translation_Z,Rotation_X,Rotation_Y,Rotation_Z,Rotation_W
-0.333017,-0.00637178,0.392019,-0.643767,0.647922,-0.296087,0.279454
Case_Dimension_1,Case_Dimension_2,Case_Dimension_3
0.387,0.22,0.213
