Translation_X,Translation_Y,Translation_Z,Rotation_X,Rotation_Y,Rotation_Z,Rotation_W
-0.34955,-0.000858801,0.366287,0.652724,-0.637857,0.283318,-0.294653
Case_Dimension_1,Case_Dimension_2,Case_Dimension_3
0.26,0.196,0.21
