Translation_X,Translation_Y,Translation_Z,Rotation_X,Rotation_Y,Rotation_Z,Rotation_W
-0.330462,-0.00601695,0.391545,-0.633451,0.663657,-0.285477,0.277133
Case_Dimension_1,Case_Dimension_2,Case_Dimension_3
0.396,0.2,0.205
