iter,E_line,E_pose,E_plane,E_centroids,E_total,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
25,1092588636.4967904,nan,0.014232987312693348,0.0,nan,1.0000000074717958,-1.0001,-16659.076171875004,1.0001,0.9999999924222214,-35036.04101562501,-0.9999999925421434,1.0001,-46836.177734375,1.0001,-0.9999999924958178,-25915.5517578125,0.9999999999854481,1.2247581280578374e-12,0.0009765625012247581,0.0009765625012247581,-0.7499999999999999,-0.75,0.5456332137251456,1.0001,1.0001,-0.999999984713213,0.0
50,0.04322655316730405,0.006114180958042408,0.0037973976765600954,0.0,0.013073298743598272,1.0000000000002676,-3.5805656746823056e-05,0.40353467774614316,3.5805656746884286e-05,0.9999999999997287,-0.2543988241474149,-0.999999999999733,3.580565674694552e-05,-0.6768682221247622,3.5805656746639365e-05,-0.9999999999997313,0.07213363033545839,0.9999999999999994,4.3848884242696216e-17,3.496296541413125e-08,3.496296541413125e-08,0.29359195760827345,0.08997573852792977,0.5466097561633414,3.5805656746823056e-05,3.5805656746823056e-05,-0.9999999999994527,0.5465902064601001
75,0.044874140927229876,0.005470670564224235,0.0038327871367494237,0.0,0.0130237879513304,1.000000061163123,0.0016726827094022574,0.3991307427122352,-0.0016726833882048377,1.0000000611753386,-0.2580370198934601,-1.0000000611753208,-0.0016726827485954304,-0.6835346629519252,0.0017441723337795337,-0.9999999388263132,0.06673533756296503,1.0000000000037055,5.631034672862306e-05,-0.0001626394610090559,5.198042823953359e-05,0.2943716195949444,0.08854084412427975,0.5456759912859418,0.0017441713262081092,0.0017441724124250115,-0.9999998776271922,0.5507812591326695
100,0.04511617210274163,0.005385212861752035,0.003834153400700232,0.0,0.013021192817739592,0.9999998703341383,0.0017866684514278993,0.39610407498082456,-0.001786669130152984,0.9999998703472278,-0.25909340665663794,-0.9999998703480352,-0.0017866684906165978,-0.6812781971938241,0.001858149914171634,-0.9999997398620911,0.0648109381658186,0.9999999608147588,0.00020669237175061764,-0.0005396951306154378,-0.0005369241027697874,0.2944236365401231,0.08844511186747843,0.5459561898927505,0.0018581489067152391,0.0016297965914806095,-0.9999998779884112,0.5509780742976941
125,0.04536441396496935,0.0052153008020959365,0.0038533136786179623,0.0,0.012972726009975025,0.9999945729002536,0.0047491934946720955,0.39825014382976537,-0.004749194171383043,0.9999945729575719,-0.2697224307532853,-0.9999945729582022,-0.0047491935337445005,-0.6829957157198641,0.0048204628340104685,-0.9999942310584045,0.06561834189572353,0.999988504402442,0.0035938140995032297,-0.00819082764493949,-0.012878208112070633,0.295775573194887,0.08595700060741936,0.5532386392149325,0.004820461829543731,-0.0013428668849860795,-0.9999992097027355,0.5534282602203261
150,0.046612142028334295,0.004729051882907901,0.0038793447510099377,0.0,0.012935728485613586,0.9999837223544664,0.007031066675879032,0.39376398567650944,-0.007031067366338715,0.9999837224455025,-0.2605872543450973,-0.9999837224460207,-0.007031066719407898,-0.6902870915115797,0.007102172660543297,-0.9999832186799035,0.058014553339593516,0.9998432226182453,0.006438748533267723,-0.013883131276220713,-0.019725115602951183,0.29681689704474484,0.08404054269936158,0.5588479171068768,0.00710217161524913,-0.003632549254529713,-0.9999851091666914,0.55523979634171
175,0.047012305264550296,0.004551016350963211,0.0039000764506535186,0.0,0.012913086153618691,0.9999739397996845,0.008420694987896889,0.3926258476644347,-0.008420695677390391,0.9999739399123477,-0.2628424591736841,-0.9999739399223799,-0.008420695031364842,-0.6918332833438515,0.008491701472026872,-0.9999733380140793,0.057290751003840866,1.0003386223239767,0.003502971168378967,-0.005070800449544104,-0.001763575727391383,0.29745104846088743,0.08388184003973158,0.5622638874735808,0.008491700428195413,-0.005026933197954083,-0.9999701514215545,0.5563305192139261
200,0.046560794487221356,0.004453550365340448,0.003932935566722708,0.0,0.012770876229993082,0.9998447116418347,0.023751306536458707,0.3967978614342868,-0.02375130721529316,0.9998446969689203,-0.2836701819907019,-0.9998446969760025,-0.02375130657925468,-0.6966465578337626,0.023821215314082038,-0.9998430155442818,0.07071605143773715,1.0007452478247074,-0.07088230609913021,0.035232590107168615,-0.031602877024983926,0.3044471127607978,0.09417952245641997,0.5682352317727807,0.02382121428638742,-0.02041000973537571,-0.9997623505135813,0.5579827667449883
225,0.13243782874221458,0.022995511675777944,0.005763570134879824,0.0,0.041437586780885646,0.9975127030279876,0.12138610428521343,0.12435073771149652,-0.12138612081013893,0.9975127043278487,-0.3981393034162947,-0.9975127038235966,-0.12138610964297955,-0.823980804332666,0.12144905218196439,-0.9975043589334118,0.507851357240498,0.9607674731695288,-0.7631679555706803,-0.22859216015285272,-0.025091752762830485,0.349002365975212,0.15976157021077797,0.603430157794882,0.12144900810235122,-0.11837898839248644,-0.995410717383008,0.5672283709037623
250,0.04749973431286164,0.0040824301792584845,0.0039450870769005015,0.0,0.01273842238550752,0.9997714233948737,0.026819079943663986,0.3882373270725817,-0.026819081120396913,0.9997714236567915,-0.2872669050315919,-0.9997714236478071,-0.026819080153461114,-0.7006475147081864,0.026888770004131923,-0.9997695328442113,0.08445123702129476,0.9994891100869923,-0.09263454561422405,0.026942978496634087,-0.031398291627942956,0.3058470790035119,0.09624016954874677,0.5693410880925428,0.026888767623707194,-0.023488283408136808,-0.9996256182756528,0.5582732868679129
275,0.04717337809666618,0.0041577957837554145,0.003952637380181647,0.0,0.012719880565622814,0.9997280171499415,0.028429106685443274,0.3909730968487663,-0.02842910786022962,0.9997280174450036,-0.28969005032717227,-0.9997280174296904,-0.02842910689489335,-0.7002379095436337,0.028498681462791324,-0.9997260174280757,0.08346446134705185,0.9975495759182472,-0.1193022357894376,0.011330100478859684,-0.02761410962784111,0.3065818083766124,0.09732163571147102,0.5699265330857524,0.02849869398746555,-0.025103820040619916,-0.9995439177904607,0.5584325073790685
300,0.046839008671390805,0.003091506481945056,0.00556148293696822,0.0,0.012335002210838839,0.9969516710504133,0.12559619470176978,0.40832163192300747,-0.12559619606525976,0.9969516735003978,-0.41607338159809576,-0.9969516734301043,-0.12559619500088945,-0.7238681709264293,0.12565881248916122,-0.9969431045574974,0.19674993671868493,1.0151340766965748,0.024926532108776878,-0.09489970173125523,-0.04056192790408855,0.3509236270336788,0.16258947214032393,0.5938582444017432,0.12565880955862813,-0.12260343759346623,-0.9942984566401095,0.5641842177507641
325,0.037527039783900665,0.005410865022522874,0.00570803813225979,0.0,0.011893534596745815,0.9950190621875652,0.14028871821007238,0.41585711229527783,-0.1402887195506544,0.995019066004996,-0.37745546012177084,-0.9950190645788791,-0.14028871850416655,-0.6884456036509112,0.12459061930201049,-0.9969961299804981,0.19637513566495632,1.0099110938926799,0.10134379752331192,-0.1379557170384459,-0.014930026857635972,0.3526881916475485,0.14725707199338736,0.5838808505318264,0.14035028107578923,-0.1054226947510899,-0.9943958990756453,0.5587197176580276
350,0.0356200018272386,0.005414743076452547,0.006182992146633362,0.0,0.011609444640645922,0.991315517029422,0.1655368576046205,0.37047411355097937,-0.16553685890583666,0.9913155218849349,-0.3934171724770105,-0.9913155192943972,-0.1655368578900787,-0.640033207786833,0.15029972937449046,-0.9936431027100784,0.21635817151632794,1.0091660293294302,0.08276564881264398,-0.150672296466858,-0.0253066128460971,0.32030802481669435,0.15263754019748121,0.5877950494767966,0.16559661269245857,-0.13169466604813806,-0.9877574013957228,0.5560257685121236
375,0.03566563540939434,0.002292666473536742,0.012588243820974721,0.0,0.011026375730195857,0.9768694979819028,0.24899317184415845,0.335484391119116,-0.248993173015253,0.9768695055928539,-0.34894190177047646,-0.9768695013126469,-0.24899317210107083,-0.642795299243191,0.142732191452116,-0.9942887749266122,0.10052940421330091,1.0365256162485963,-0.1525657549054276,-0.06512075244988023,-0.11725113903498006,0.3453417530807416,0.06237378617773309,0.6487221531916736,0.2490469514232127,-0.01851529974033303,-0.9878226874902766,0.5548966919471537
400,0.03454903013991289,0.0023176245931048056,0.007301832611000211,0.0,0.009760747306045503,0.9554330767655184,0.3295881530477856,0.29901492990753153,-0.23570765869323287,0.9793621757889857,-0.3247576879049684,-0.9554330810390292,-0.3295881517166206,-0.6242440627329124,0.23472915426145227,-0.9805977266034607,0.11979188947126759,1.0213519178207688,-0.20768739629407318,-0.0543997108920478,-0.13270261826096122,0.32723044907134935,0.04014907704007038,0.6216488396763536,0.2277705233845258,-0.1238409408620049,-0.989140063034471,0.5409493181520096
425,0.02013975273816318,0.006098860638594267,0.00378300931225828,0.0,0.008443868793240853,0.9311785507757088,0.3966393377430071,0.3239064773078056,-0.223971134215767,0.981435943830534,-0.3589108259664678,-0.9311785451792837,-0.39663933654495853,-0.548422744072762,0.311266238835307,-0.9614265658908057,0.25675039096158436,1.0671656662272215,0.06645458342153027,-0.2236935053111727,-0.09947924588015217,0.3365548849299532,0.11113401238636958,0.6016665888380006,0.28744692647012504,-0.2114668467758044,-0.9621215899818651,0.48809644721943546
450,0.018780378280485777,0.0050681489522799855,0.0028322315222110064,0.0,0.007363411331907348,0.9041627025434722,0.45698540396870635,0.301109520873443,-0.2128057064640737,0.9833023461376698,-0.346272157414488,-0.904162691962592,-0.4569854028904627,-0.5387445755708498,0.38014961495177635,-0.9380211380223458,0.2774426474661047,1.0559779911790244,0.037844017950064666,-0.23766862519771303,-0.1050540664288808,0.3328874079943461,0.1016468058024305,0.5833504231969361,0.2976342697973423,-0.290330162098224,-0.9389888481403602,0.4731492361288976
475,0.022477273095491874,0.0012539149107628545,0.0029210157622445204,0.0,0.005832006718004991,0.8587842488927785,0.5422433216199624,0.2331085861815138,-0.33639486244611627,0.9555838318163438,-0.44066156776547855,-0.8587842382939745,-0.5422433238534515,-0.5599582066589774,0.3510661573909008,-0.9477662668116066,0.25296589538584097,1.0577100182818082,-0.12398382120045259,-0.1741986964600793,-0.15202448294083792,0.3361582222853955,0.10113150528089489,0.5911476177419408,0.29268445933905674,-0.24962312141211138,-0.9485820527712363,0.4750547259005186
500,0.02032709980491316,0.001279232496054229,0.0021433814921625136,0.0,0.0052616357570476726,0.8280385942503574,0.5880289894579661,0.2045529932764384,-0.35347557395156115,0.9481946721146051,-0.45020899093814865,-0.8280385851042452,-0.5880289914681064,-0.5299337520620082,0.41596952824076566,-0.9225904407020475,0.28153812635640657,1.0421108854214542,-0.1456484613660528,-0.18899274216080664,-0.16424117399048455,0.32644763543631083,0.09962589560470365,0.5772551328168892,0.30701091880064524,-0.32467080927090025,-0.92189383908025,0.4571627459903848
525,0.017255734790477123,0.001379567065962232,0.0026742267403257244,0.0,0.004813732545737908,0.7968778846922825,0.6292360901767925,0.18882556049529914,-0.41813801636606485,0.9228227737333574,-0.4654028748388025,-0.7968778759576659,-0.6292360772581697,-0.4876624404146298,0.4743825752307336,-0.8949419460164089,0.2809085541420353,1.0284225151594737,-0.07697463311121178,-0.23578904800724762,-0.20642167598407576,0.3282672906444112,0.077640845089726,0.5867874626697145,0.36400057069725467,-0.29712936310259697,-0.909926846219159,0.4393029330629634
550,0.01402116059935462,0.001814419619448609,0.002193588129828418,0.0,0.004331601517505773,0.7191040031801313,0.7216047991164485,0.12007824518361694,-0.5630835763661349,0.8535786791617718,-0.5470142295643103,-0.7191039811933867,-0.7216048006966359,-0.4246865299282177,0.6053196619409187,-0.8219236806808461,0.3531440215990573,0.9938025330891085,-0.0284155965654048,-0.2708865177869101,-0.2593177050395399,0.31529955306201585,0.08956000345590276,0.5688736792914387,0.41045978218019175,-0.24481480686106416,-0.9017527737641468,0.4028137653465915
