MaskNum,Pose_Cam_X,Pose_Cam_Y,Pose_Cam_Z,Pose_Cam_Ori_X,Pose_Cam_Ori_Y,Pose_Cam_Ori_Z,Pose_Cam_Ori_W,BBox_Cam_Extent_X,BBox_Cam_Extent_Y,BBox_Cam_Extent_Z,BBox_Cam_Center_X,BBox_Cam_Center_Y,BBox_Cam_Center_Z,BBox_Cam_R00,BBox_Cam_R01,BBox_Cam_R02,BBox_Cam_R10,BBox_Cam_R11,BBox_Cam_R12,BBox_Cam_R20,BBox_Cam_R21,BBox_Cam_R22
0,0.1405763605826101,0.0655294425877298,0.5638949077478882,-0.40446279042242245,-0.015013524097126193,0.010034459574526143,0.91437615611899,0.3007612139093043,0.15388106244653493,0.010000000000000606,0.14075422632234635,0.06183263779773987,0.5605330632953093,-0.006205717448176945,0.9993478074304645,0.03557314794724638,0.6726183215695105,0.030495364849767732,-0.7393609579979823,-0.7399635684004774,0.01933888586767184,-0.6723688905157861
0,0.14057179798657735,0.06552105973745916,0.563892684590502,-0.2755103027696562,-0.29661868930031177,-0.6394370259995502,0.6536296474353506,0.3008091689764626,0.1538668730695754,0.010000000000000273,0.14074887079332565,0.061823552991397294,0.5605315703282465,-0.00627528587730262,0.9993530055148526,0.035414561349664066,0.6724669859298062,0.03042872569731472,-0.7395013492123725,-0.7401005158906727,0.01917454095587617,-0.6722228524510987
0,0.14057279786994825,0.065523947699561,0.5638937151119082,-0.4045252798549186,-0.014925400339658803,0.010026086655838594,0.9143500467377743,0.30079308111584313,0.15386826320611582,0.010000000000001397,0.14074982633003275,0.06182666704771321,0.5605323498080782,-0.006259302106032822,0.9993534200221409,0.035405692016903495,0.6725175510893369,0.03041010910342408,-0.7394561303695568,-0.740054703798271,0.01918246997569017,-0.6722730607659994
3,-0.24154948614784838,0.08171110470703753,0.5360319954352327,-0.27294522491495543,-0.2801188399235037,-0.643622701622198,0.6578633275024366,0.28937351663337463,0.15015772046554454,0.010000000000000057,-0.24146342445711286,0.07811258972288458,0.5325616520380724,0.9997457438222483,0.01456650695290735,0.01721233814711255,0.022501444305334878,-0.6939173447589,-0.7197029968305899,0.0014603812767756178,0.719907310365681,-0.6940686794320702
3,-0.24158065470469436,0.08173499886838503,0.5360724419824405,-0.27243067206911015,-0.27954514601044167,-0.6437957795864014,0.6581512246016955,0.289412662148935,0.14998610781520055,0.010000000000000786,-0.24149472207199188,0.0781422932119177,0.5325960815798608,0.9997433054589511,0.014763011057476936,0.017186526540503903,0.02261704620542123,-0.6951166174538261,-0.7185411312934654,0.001338809528078064,0.7187453941724204,-0.6952720805159515
0,0.14045865201729024,0.06614184327920883,0.5625464045409733,-0.3999102879231484,-0.016138114613438614,0.008978987545552708,0.9163682123756831,0.2960000000000004,0.1540000000000005,0.010000000000001244,0.14064244446463056,0.06247864156196225,0.5591482913122737,-0.0035485214089279004,0.9993178780787608,0.036758489468058424,0.6799822787917646,0.029363713655313727,-0.7326403434493133,-0.7332199591698042,0.022395331489659262,-0.6796226457398981
1,0.29867020396376137,0.07050903545686445,0.5681393494636178,-0.40203917029392744,-0.01639472151510021,0.004224332170912947,0.9154659325575815,0.29600000000000015,0.15400000000000014,0.010000000000000661,0.2988372755239802,0.06682919638478167,0.5647583922770597,0.005448176089706422,0.9994267362483042,0.033414312043764945,0.6766933211341588,0.020917104850816732,-0.735967814416556,-0.7362448414146736,0.026620924039606187,-0.6761914373116239
1,0.29867514226462794,0.07051042384642292,0.5681474958683567,-0.40201849574301907,-0.016438193012351443,0.004224037249623613,0.9154742336080917,0.29600000000000026,0.15400000000000028,0.010000000000000203,0.29884261109713733,0.06683074245895274,0.5647663867194466,0.005482920727456337,0.999423886639605,0.03349376650188016,0.6767265731796678,0.020950909782779092,-0.7359362774940353,-0.7362140196524379,0.026701202097656404,-0.6762218297820176
0,0.1398879399644728,0.0655665701638359,0.5629721459421594,-0.40055255142573803,-0.012403585702393912,0.007630118199414391,0.9161580572719521,0.2960000000000004,0.15400000000000053,0.010000000000001258,0.14003213904740047,0.061897822098590696,0.5595781078960788,-0.00404421273281662,0.9995758647159728,0.028839816585529324,0.6789988696851905,0.023917364332500798,-0.733749613049043,-0.7341281763490661,0.016614763335710405,-0.6788076092161114
0,0.1398940235340625,0.06556899397578832,0.5629906927243891,-0.40048083426816705,-0.012492250835282298,0.007634628192856596,0.9161881670843048,0.29600000000000004,0.15400000000000003,0.0100000000000008,0.14003905128069785,0.06190078969768706,0.5595961022738597,-0.003983697947964953,0.9995713122428505,0.029005549327074213,0.6791136276724615,0.023995326093569035,-0.7336408556202502,-0.7340223503819272,0.016775460255064253,-0.6789180901058846
0,0.13989203067724915,0.06556826300534521,0.5629845487018198,-0.4005066227277295,-0.012462724048337122,0.007633764477283257,0.9161773034191738,0.29600000000000004,0.15400000000000008,0.010000000000000384,0.14003678505866274,0.0618998636042244,0.5595901574452146,-0.004004956470295329,0.9995728122984007,0.028950876282717752,0.6790723415822664,0.023970570544644406,-0.7336798802241628,-0.7340604302246844,0.016721383364734384,-0.6788782513210456
6,-0.016302742315298754,-0.13914182982120096,0.7847510386984446,-0.40234239904905217,-0.006499881909070526,0.011817599986263194,0.9153899113455348,0.29600000000000015,0.15400000000000014,0.010000000000001563,-0.016195695836758995,-0.14282406342111797,0.7813702552438184,-0.016405067445823315,-0.9996361917314656,-0.021409295707952,0.6759618765160397,-0.026865779769147606,0.7364467199834012,-0.7367539720008386,-0.002390409590050879,0.6761566909252466
4,0.13228654564557082,-0.12816794127149694,0.7920155463181421,-0.1436346703136285,0.5002092203820757,0.1705597625114664,0.8367013713032171,0.29600000000000004,0.1540000000000001,0.010000000000000286,0.1283462711918199,-0.13022289018602207,0.7897239481448556,0.44140020651357686,0.42910994727982354,-0.7880548907501805,0.14172040145015727,-0.9005568977918547,-0.4109897829050223,-0.8860480717786017,0.06972751956737154,-0.4583196346573032
3,-0.2424333297256055,0.08146527870294945,0.5365340384620698,-0.28282708008601204,-0.27768187198126915,-0.641808541855859,0.6564932721238314,0.29600000000000015,0.1540000000000002,0.01000000000000055,-0.2424255752768145,0.07782635197687945,0.5331050222546398,0.9997578855305158,-0.02194914714766862,-0.0015508897582007485,0.016181276741753268,0.6856140733493974,0.7277853452139951,-0.014910955789582894,-0.7276342332276136,0.6858032414859994
3,-0.24245194555574343,0.08147041927617382,0.5365575755559006,-0.2830244186118245,-0.2776991454965834,-0.6417643305417298,0.6564441386014743,0.29600000000000015,0.15400000000000025,0.010000000000000904,-0.24244535555755853,0.07783034800736932,0.5331297719253015,0.9997561447015771,-0.02204345726958617,-0.0013179996369806508,0.016071445027528563,0.6853735878888892,0.7280142537608987,-0.015144628954394345,-0.7278579057865038,0.6855607261198083
3,-0.2424089180547804,0.08144412423693874,0.5364044471365362,-0.28362347112581415,-0.27779881541042334,-0.6416227958906877,0.6562817478617907,0.29600000000000004,0.15400000000000014,0.010000000000000106,-0.2424055679787052,0.0778003346369004,0.5329805916887052,0.9997511885129061,-0.022296011899965242,-0.000670015215041557,0.01575582883992273,0.6845901313075317,0.7287579200076687,-0.01578970945264156,-0.7285871533109084,0.68477108956622
3,-0.2424641430184924,0.081469148552593,0.5365563741207495,-0.28308192047536096,-0.2774769374596383,-0.6417778771910483,0.656500062319992,0.29600000000000026,0.1540000000000003,0.010000000000000418,-0.24245926389108471,0.07782992996933243,0.5331276623659695,0.9997518414304226,-0.022255411052344364,-0.0009758254815409075,0.015971565296266605,0.6855570240556398,0.7278437166521134,-0.015529477082836,-0.7276786814569093,0.6857423509560042
3,-0.24240652479868255,0.0814479420446389,0.5364256920132482,-0.28345090804138506,-0.2778775121414266,-0.6416510504471848,0.6562953606697446,0.2960000000000002,0.15400000000000025,0.010000000000000855,-0.2424015933071035,0.07780466290977507,0.5330012953034822,0.9997544814362478,-0.022136035412230547,-0.000986298315811443,0.01587902438107673,0.6846959488731783,0.7286558269727645,-0.015454236727980717,-0.7284925898956602,0.6848793419532151
4,0.13229924385033906,-0.1281791740719922,0.7920156340080232,-0.14385571993073334,0.5001754097311092,0.17083099076724104,0.8366282710600992,0.29600000000000015,0.1540000000000005,0.010000000000001022,0.12836038511927092,-0.1302371663024875,0.789724333094588,0.44128266418759726,0.42975026021520035,-0.787771746213625,0.14193788558112552,-0.9002446088733853,-0.4115984460990651,-0.8860718068668337,0.06981660289195757,-0.458260182687053
3,-0.24240979363703685,0.08144945712187322,0.5364327184431341,-0.2834752394946265,-0.2778973489043943,-0.6416435512912813,0.6562837840078684,0.2960000000000001,0.1540000000000002,0.01000000000000012,-0.24240489899371434,0.07780594467493804,0.5330085699224804,0.9997545507225676,-0.022133233116444835,-0.0009789286645042073,0.015870683359554327,0.6846464805801882,0.7287024893870359,-0.01545832200524506,-0.7285391661544185,0.6848297041307474
