MaskNum,Pose_Cam_X,Pose_Cam_Y,Pose_Cam_Z,Pose_Cam_Ori_X,Pose_Cam_Ori_Y,Pose_Cam_Ori_Z,Pose_Cam_Ori_W,BBox_Cam_Extent_X,BBox_Cam_Extent_Y,BBox_Cam_Extent_Z,BBox_Cam_Center_X,BBox_Cam_Center_Y,BBox_Cam_Center_Z,BBox_Cam_R00,BBox_Cam_R01,BBox_Cam_R02,BBox_Cam_R10,BBox_Cam_R11,BBox_Cam_R12,BBox_Cam_R20,BBox_Cam_R21,BBox_Cam_R22
0,-0.6707638909431516,-0.04438389644212802,0.6202096360252034,0.026813442363981182,-0.41131436782825126,-0.9106038600741931,-0.030035647897440898,0.7000000000000005,0.010000000000001619,0.005000000000003307,-0.6706432676372389,-0.04813739454374947,0.6169086207239369,0.9967577983279489,0.02412466118251682,0.07675866202096591,-0.03264364563999774,-0.7506996203244942,0.6598367013466214,0.07354103529153207,-0.6602030602530474,-0.7474781838694429
1,0.17257214875206747,0.07697047269199585,0.5607646995687863,-0.27138917077447905,-0.2912613693079344,-0.6507627027303411,0.6465467016931643,0.3904453521843956,0.22291900976471707,0.010000000000000092,0.17268919002598482,0.07332039460068329,0.5573495522414341,0.9995873210607016,-0.016650561032062364,0.02340825478346697,0.005711645442884775,-0.6834065950802231,-0.7300156182625075,0.02815252530457812,0.7298480558432513,-0.6830294654704155
3,0.1702807292322413,-0.07329808797521697,0.720889993983653,-0.2732479451405513,-0.29274632015837915,-0.6492523073269294,0.6466116252750583,0.38702521077129637,0.22206486349137308,0.010000000000000113,0.17039959238240188,-0.07696560319256394,0.7174936424585511,0.9996128401699651,-0.014457933071227372,0.02377263003211385,0.007614003814249478,-0.6796435184470252,-0.7335030434693948,0.02676185182778736,0.7334000654514943,-0.6792703050203884
4,-0.75,-0.10199759796367014,0.6711938702412301,-0.381052858262377,0.818862119898535,-0.3944364298623102,-0.1693618924162845,0.010000000000020545,0.006079490417252836,0.006079490417260434,-0.7501161709074782,-0.09812234912058802,0.6743512347631766,0.023234181492725398,0.5732208556835657,-0.8190714397534344,-0.7750497686164959,-0.5071728478401348,-0.376926463094917,-0.6314729043893169,0.6435787077142379,0.4324909455687973
6,-0.6177699925254398,-0.3181714983360304,0.9182664806344356,-0.28920198041658957,-0.27436749385197406,-0.6468307138565508,0.650149767709206,0.25465384363286725,0.18817091493372984,0.010000000000000099,-0.6178568401359076,-0.3218264375589924,0.9148556337060305,0.012665011858424865,0.9997689218898874,0.017369522093545343,-0.6823784315541782,-0.004055515730103959,0.7309878445923862,0.7308893716728173,-0.02111055696316612,0.6821693856810193
7,-0.45053488587943774,-0.5223560567292426,1.1570640994023602,0.4822744812927366,0.7786816747015813,-0.3339173047439653,0.22263289911935386,0.010000000000040988,0.00653442818638299,0.006534428186435771,-0.45065808951733644,-0.518682202209129,1.1604534376605826,0.024640727583188297,-0.7472458237011227,0.6640907419211637,-0.7347709040193026,0.4369018012868664,0.5188723683517444,-0.6778676516480396,-0.5007399474712618,-0.5382889111394084
9,-0.03597707708991974,-0.2048672793218366,0.8568491283666044,-0.6395362379455511,0.6614384735315835,-0.2918790231042676,-0.26134112182807845,0.012936105071701318,0.010000000000032469,0.005930919958758799,-0.03611513848670302,-0.20126530798811285,0.8603142029057378,0.9985877286619635,0.02761227935720021,0.04538843679221419,-0.011600072452176775,-0.7203942667414572,0.6934677633207925,0.05184579524749462,-0.6930149078300829,-0.7190565701253392
10,-0.6608333469933549,-0.45514027197290285,1.0666318034728477,-0.30685868402459887,-0.2619669324614865,-0.6208506657096302,0.6721276108175585,0.2852870808132801,0.16062854605575974,0.010000000000001855,-0.6609777290916241,-0.4588291773585498,1.0632596927294937,0.9953554055419941,-0.09183555436925936,0.02887641965381904,0.04076439785320411,0.6738080929296301,0.7377810771293886,-0.0872116994789022,-0.7331772533679872,0.6744221486708276
11,-0.11865613668849209,-0.06016681538025119,0.12514424353492398,0.37743965167028837,-0.3739306086381532,0.8471735009082972,-0.003502660316287669,0.018192833349910974,0.010000000000000562,0.005000000000001019,-0.12186680291840257,-0.057012194780980636,0.12296709144221886,0.7150540814354225,-0.642133245982094,0.27633775534125626,0.28820719935176137,0.6309241198541445,0.7203272625883929,-0.6368942383664328,-0.4354304185409798,0.6362122914129127
12,-0.7499999999999998,-0.3906279776478477,1.0364163792611567,-0.19238423892719114,-0.003389262468289325,0.011671919550224093,0.9812444057452454,0.4061263223236147,0.010000000000001164,0.0050000000000035355,-0.7499442881180388,-0.3925153416378676,1.0317866110860334,0.9997045583878683,-0.011142376392205567,0.021601930164955967,0.024210092886903727,0.3774727980041872,-0.9257041418127595,0.0021604029542444275,0.9259536350245754,0.3776310347996451
