MaskNum,Pose_Cam_X,Pose_Cam_Y,Pose_Cam_Z,Pose_Cam_Ori_X,Pose_Cam_Ori_Y,Pose_Cam_Ori_Z,Pose_Cam_Ori_W,BBox_Cam_Extent_X,BBox_Cam_Extent_Y,BBox_Cam_Extent_Z,BBox_Cam_Center_X,BBox_Cam_Center_Y,BBox_Cam_Center_Z,BBox_Cam_R00,BBox_Cam_R01,BBox_Cam_R02,BBox_Cam_R10,BBox_Cam_R11,BBox_Cam_R12,BBox_Cam_R20,BBox_Cam_R21,BBox_Cam_R22
4,-0.286035029580953,-0.10855844873879272,0.641234716220662,-0.3007108668537606,-0.2880779323138474,-0.6410729005628109,0.6446779161983315,0.2705119677850706,0.20373221600640806,0.010000000000000064,-0.2861056306463318,-0.11234385484557324,0.6379688754259636,0.999827412827178,0.012073282155525814,-0.014120213075765064,-0.0028029785599113636,-0.6533147538370339,-0.757081221356103,-0.018365398729802244,0.7569901375030252,-0.6531681589396766
5,-0.11624469829937184,-0.257938892940033,0.8132907838729184,-0.2978403413886244,-0.2980349648588059,-0.6397433791667275,0.6428022243081108,0.24335582818348286,0.19910943283485122,0.01000000000000053,-0.11623433678056484,-0.2617600762346521,0.8100661209652873,-0.0038071370678935024,0.9999906055881059,0.002072303761399364,0.6449232628709307,0.004039079707688285,-0.7642366589238098,-0.764237849569922,-0.0015730768093705375,-0.6449325815262346
6,0.08192558989036511,-0.25700987955837234,0.8119280921088687,-0.290702047467047,-0.29825828331052856,-0.641295886752777,0.644417490194899,0.23191657588482406,0.19996164692107254,0.01000000000000021,0.08198335816086091,-0.26079593249937455,0.8086627489485175,0.00043683585875176084,0.9999331588918279,0.011553654099163885,0.6531159843623193,0.0084638104648697,-0.7572105882004381,-0.757257763344075,0.007876652907509635,-0.6530686320702469
7,-0.32051872034986334,-0.261839655340405,0.8215788943327591,-0.301946716763573,-0.2943811350985121,-0.6393261957247969,0.6429851810064282,0.2640136399950469,0.20473095126599244,0.010000000000001827,-0.3205563177329019,-0.26566318369568703,0.818357215057421,0.009203525516342815,0.9999293738007781,0.007519476607705381,-0.6443797049202643,0.00018039139151721645,0.7647056710564,0.7646503063524811,-0.011883386273687655,0.6443358550676248
9,0.28505860583084286,-0.26221744894868937,0.8230272032830588,-0.2869832595467879,-0.30398190451650703,-0.6433935875748118,0.641311392331394,0.2575109344692883,0.20247002328308256,0.010000000000000966,0.28516164452579595,-0.2660137053672939,0.8197748471783946,0.01272061361174437,0.9997067105321619,0.020607738990616648,0.6507558393266137,0.007370600415024076,-0.7592512837209014,-0.7591804947255002,0.023068748697897004,-0.650471220932839
16,-0.7281634242660275,-0.36955757417278184,0.7416306031440693,-0.27613259696635445,-0.30802006541553745,-0.6358628927899466,0.6515771709988204,0.4165425254736016,0.15962472337596495,0.010000000000000599,-0.7279122605566904,-0.37331537643462553,0.738341858862129,0.9987362508162765,-0.001604041748416174,-0.050232741867402744,0.038858340930835115,0.6585187284925228,0.7515604523687328,0.03187366696115717,-0.752562629469907,0.6577488563880509
24,-0.7290703180371844,-0.4836504449245567,0.8786732377711405,-0.28290866675254706,-0.32079367121209573,-0.634398552799177,0.6438886417641424,0.4091533180352661,0.16952688770505792,0.010000000000004103,-0.7287995325123731,-0.4875071721039836,0.8755026967032749,0.9984746646485373,-0.010740206566849044,0.05415710496225527,0.03500232496521125,-0.6354534253474464,-0.7713454358853934,0.042698727170971625,0.7720645000109116,-0.6341082135731096
27,-0.43348294240142415,-0.5835417717889587,1.0462919867679936,-0.35429689111156054,-0.1999055146201444,-0.3398297244151167,0.8479547491329261,0.010000000000007368,0.005000039072605218,0.005000034357149699,-0.43299184024509985,-0.5872253874625938,1.0429468717862622,0.09822043126588409,-0.6891115990420448,0.7179679316986658,-0.7367231347274226,0.4346653977033514,0.5179816741901084,-0.6690229963456742,-0.579819968701582,-0.46499143460450176
30,0.7499999999999996,-0.22273977546024384,1.612965123035956,0.8124803876047193,-0.4247467131003975,0.21083531394861899,0.3391376119811557,0.6999999999999997,0.010000000000035508,0.005000000000071017,0.7497274802837993,-0.21908883280985428,1.616370464541275,0.8332011179749469,-0.05450394324392629,0.5502774002048074,0.409151819700255,0.7301885300817688,-0.5471923783944692,-0.3719821036572443,0.6810683010593642,0.6306942871557046
39,0.31736897423259164,-0.06165531585204793,0.319548493997254,0.343916236621489,0.7570578805687416,-0.12837435624081056,0.5404674017150659,0.010000000000003003,0.005976176831231321,0.005976176831233294,0.31371882343077306,-0.05882469252335309,0.3214626441206852,0.7300301603639502,-0.6040162669458878,-0.3197191177013652,-0.5661246657388983,-0.7965443741221763,0.2121789878765834,-0.38283002468589894,0.026103818093618062,-0.9234499244030125
